L_min,channel,tau_quantile,tau_value,show_rate_val,recall_at_10_given_shown_val,recall_at_10_overall_val,ci95_low,ci95_high
100,margin,0.7,0.06800779998302463,0.3000691085003455,0.9359742054352833,0.8721492743607464,0.9254570329632155,0.9461088176678732
100,margin,0.8,0.08750071048736584,0.2,0.9481686247408431,0.8721492743607464,0.9363450512778063,0.9604500730738355
100,margin,0.9,0.11636968016624452,0.10006910850034555,0.9668508287292817,0.8721492743607464,0.954512539184953,0.9793612081451819
100,margin,0.95,0.1411319893598556,0.05003455425017277,0.9751381215469613,0.8721492743607464,0.9588065610859728,0.9912023460410557
100,entropy,0.5,2.301524964143632,0.5000691085003456,0.804588170259812,0.8721492743607464,0.7914197878519341,0.8171473311812436
100,entropy,0.6,2.301716766469367,0.4,0.7923289564616448,0.8721492743607464,0.7782206352883265,0.8067186284483274
100,entropy,0.7,2.3019007638887,0.3000691085003455,0.7770612620912022,0.8721492743607464,0.7602317756461809,0.7946701786356499
100,entropy,0.8,2.302051773432851,0.2,0.7498272287491361,0.8721492743607464,0.726221120702592,0.7713320524593544
100,entropy,0.9,2.3022147852311288,0.10006910850034555,0.6933701657458563,0.8721492743607464,0.6576351970392873,0.7282268741008295
100,entropy,0.95,2.302316068423101,0.05003455425017277,0.6464088397790055,0.8721492743607464,0.5957052995561224,0.6922463430722073
100,normalized_gap,0.5,0.04055312867877679,0.5000691085003456,0.9176340519624102,0.8721492743607464,0.9093994594933759,0.9260194314997262
100,normalized_gap,0.6,0.052992974997479965,0.4,0.9229440221147202,0.8721492743607464,0.9138040592610239,0.9328388442050708
100,normalized_gap,0.7,0.06877912633693686,0.3000691085003455,0.9350529709811147,0.8721492743607464,0.9248823272082471,0.9458596399938328
100,normalized_gap,0.8,0.08865775075776534,0.2,0.949550794747754,0.8721492743607464,0.9374557802092175,0.9603272302699359
100,normalized_gap,0.9,0.11700525630852948,0.10006910850034555,0.9668508287292817,0.8721492743607464,0.9517544630387694,0.9784017042262769
100,normalized_gap,0.95,0.1412098677534396,0.05003455425017277,0.9751381215469613,0.8721492743607464,0.956809776866182,0.9893346797132779
100,ensemble,0.5,0.708749907576091,0.5000691085003456,0.9353233830845771,0.8721492743607464,0.9276898253947639,0.9433473822433073
100,ensemble,0.6,0.712072200738437,0.4,0.9419488597097443,0.8721492743607464,0.9332907218684677,0.9504756338481629
100,ensemble,0.7,0.7942224774360657,0.3000691085003455,0.9493321050207277,0.8721492743607464,0.9412887206813992,0.9588011102170141
100,ensemble,0.8,0.8421052631578947,0.24989633724948168,0.9513274336283186,0.8721492743607464,0.9417165183578853,0.9613011777902412
100,ensemble,0.9,0.8421052631578947,0.24989633724948168,0.9513274336283186,0.8721492743607464,0.9417100517872654,0.962065668467868
100,ensemble,0.95,0.8421052631578947,0.24989633724948168,0.9513274336283186,0.8721492743607464,0.9410936726860459,0.9600717539863326
